candidate_index,delta_proxy,delta_true,evaluator_bias,predicted_candidate_value,predicted_incumbent_value,response_strength,seed,selected,selection_group,source_transition_id,transition_id,true_candidate_value,true_incumbent_value,update_footprint
0,0.7989190507058472,0.7989190507058472,0.6,4.834595253529241,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=404|response=0.0|optimization=0.5,92551868e98700ebf454,92551868e98700ebf454,4.234595253529242,3.4356762028233945,0.09999999999999998
1,1.5738381014116962,1.5738381014116962,0.6,5.60951430423509,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=404|response=0.0|optimization=0.5,1c1c80d71d5940ee676d,1c1c80d71d5940ee676d,5.009514304235091,3.4356762028233945,0.20000000000000007
2,2.3247571521175434,2.3247571521175434,0.6,6.3604333549409375,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=404|response=0.0|optimization=0.5,e39e55cbdf46d33a4467,e39e55cbdf46d33a4467,5.760433354940938,3.4356762028233945,0.29999999999999993
3,3.754595253529242,3.754595253529242,0.6,7.790271456352636,4.035676202823394,0.0,404,True,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=404|response=0.0|optimization=0.5,ae2c95e4d3663512fbd2,ae2c95e4d3663512fbd2,7.190271456352637,3.4356762028233945,0.5
0,0.7893973403284482,0.7893973403284482,0.6,4.786986701642239,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=405|response=0.0|optimization=0.5,47c25c45cf972da90ede,47c25c45cf972da90ede,4.1869867016422395,3.3975893613137913,0.09999999999999998
1,1.5547946806568964,1.5547946806568964,0.6,5.552384041970687,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=405|response=0.0|optimization=0.5,54df5fee476528208449,54df5fee476528208449,4.952384041970688,3.3975893613137913,0.20000000000000007
2,2.296192020985343,2.296192020985343,0.6,6.293781382299134,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=405|response=0.0|optimization=0.5,f0d506571aa3d7067fac,f0d506571aa3d7067fac,5.693781382299134,3.3975893613137913,0.29999999999999993
3,3.7069867016422418,3.7069867016422418,0.6,7.704576062956033,3.9975893613137914,0.0,405,True,controlled-e4-value-vs-improvement-v1:r=0:o=0.5|seed=405|response=0.0|optimization=0.5,242a2097ebbeb83f5ebf,242a2097ebbeb83f5ebf,7.104576062956033,3.3975893613137913,0.5
2,4.378721310367637,4.378721310367637,0.6,8.37786885061273,3.9991475402450933,0.0,401,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=401|response=0.0|optimization=1.0,88922cb010d4c8e31622,88922cb010d4c8e31622,7.77786885061273,3.3991475402450932,0.6
3,6.600852459754907,6.600852459754907,0.6,10.6,3.9991475402450933,0.0,401,True,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=401|response=0.0|optimization=1.0,217ebf4428ede7ec02e6,217ebf4428ede7ec02e6,10.0,3.3991475402450932,0.9999999999999998
0,1.529138329814553,1.529138329814553,0.6,5.4754149894436575,3.946276659629105,0.0,402,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=402|response=0.0|optimization=1.0,602968a6de0f34e4c539,602968a6de0f34e4c539,4.875414989443658,3.3462766596291047,0.20000000000000007
1,2.9622766596291044,2.9622766596291044,0.6,6.908553319258209,3.946276659629105,0.0,402,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=402|response=0.0|optimization=1.0,0ea220e4b15ade7f6da8,0ea220e4b15ade7f6da8,6.308553319258209,3.3462766596291047,0.4
2,4.299414989443656,4.299414989443656,0.6,8.24569164907276,3.946276659629105,0.0,402,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=402|response=0.0|optimization=1.0,c8ce560fb5759c98e2b2,c8ce560fb5759c98e2b2,7.645691649072761,3.3462766596291047,0.6
3,6.653723340370895,6.653723340370895,0.6,10.6,3.946276659629105,0.0,402,True,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=402|response=0.0|optimization=1.0,b770d3acd40bb499ab34,b770d3acd40bb499ab34,10.0,3.3462766596291047,0.9999999999999998
0,1.5747524638882568,1.5747524638882568,0.6,5.612257391664768,4.037504927776511,0.0,403,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=403|response=0.0|optimization=1.0,23fe6b349df0adec7c91,23fe6b349df0adec7c91,5.012257391664768,3.4375049277765113,0.20000000000000007
1,3.053504927776511,3.053504927776511,0.6,7.091009855553022,4.037504927776511,0.0,403,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=403|response=0.0|optimization=1.0,fc7c71e3a8056ec2af87,fc7c71e3a8056ec2af87,6.491009855553022,3.4375049277765113,0.4
2,4.436257391664768,4.436257391664768,0.6,8.47376231944128,4.037504927776511,0.0,403,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=403|response=0.0|optimization=1.0,08c00f049928670d1e51,08c00f049928670d1e51,7.873762319441279,3.4375049277765113,0.6
3,6.562495072223489,6.562495072223489,0.6,10.6,4.037504927776511,0.0,403,True,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=403|response=0.0|optimization=1.0,cd96b024623515a41e30,cd96b024623515a41e30,10.0,3.4375049277765113,0.9999999999999998
0,1.5738381014116962,1.5738381014116962,0.6,5.60951430423509,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=404|response=0.0|optimization=1.0,d93144a97dc19415a558,d93144a97dc19415a558,5.009514304235091,3.4356762028233945,0.20000000000000007
1,3.051676202823394,3.051676202823394,0.6,7.087352405646788,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=404|response=0.0|optimization=1.0,f8385cd1a4879508e4fd,f8385cd1a4879508e4fd,6.487352405646789,3.4356762028233945,0.4
2,4.433514304235089,4.433514304235089,0.6,8.469190507058483,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=404|response=0.0|optimization=1.0,db5cb545eadc4d7248c3,db5cb545eadc4d7248c3,7.869190507058484,3.4356762028233945,0.6
3,6.5643237971766055,6.5643237971766055,0.6,10.6,4.035676202823394,0.0,404,True,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=404|response=0.0|optimization=1.0,b749789477a523939e7f,b749789477a523939e7f,10.0,3.4356762028233945,0.9999999999999998
0,1.5547946806568964,1.5547946806568964,0.6,5.552384041970687,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=405|response=0.0|optimization=1.0,cbf0e6c18d8a5c847532,cbf0e6c18d8a5c847532,4.952384041970688,3.3975893613137913,0.20000000000000007
1,3.013589361313791,3.013589361313791,0.6,7.011178722627582,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=405|response=0.0|optimization=1.0,236809383f24debddc64,236809383f24debddc64,6.411178722627582,3.3975893613137913,0.4
2,4.376384041970688,4.376384041970688,0.6,8.373973403284479,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=405|response=0.0|optimization=1.0,a77b54528472a448d546,a77b54528472a448d546,7.773973403284479,3.3975893613137913,0.6
3,6.602410638686209,6.602410638686209,0.6,10.6,3.9975893613137914,0.0,405,True,controlled-e4-value-vs-improvement-v1:r=0:o=1|seed=405|response=0.0|optimization=1.0,217e87ef73c71c674545,217e87ef73c71c674545,10.0,3.3975893613137913,0.9999999999999998
2,6.244081965551458,6.244081965551458,0.6,10.24322950579655,3.9991475402450933,0.0,401,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=401|response=0.0|optimization=1.5,455e6bca8e9551f469ef,455e6bca8e9551f469ef,9.643229505796551,3.3991475402450932,0.8999999999999998
3,6.600852459754907,6.600852459754907,0.6,10.6,3.9991475402450933,0.0,401,True,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=401|response=0.0|optimization=1.5,b3d06736b8cc1fc6977c,b3d06736b8cc1fc6977c,10.0,3.3991475402450932,1.5
0,2.2577074947218296,2.2577074947218296,0.6,6.203984154350934,3.946276659629105,0.0,402,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=402|response=0.0|optimization=1.5,125aebc05234b90ce392,125aebc05234b90ce392,5.603984154350934,3.3462766596291047,0.30000000000000004
1,4.299414989443656,4.299414989443656,0.6,8.24569164907276,3.946276659629105,0.0,402,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=402|response=0.0|optimization=1.5,bff6d959f20982a22251,bff6d959f20982a22251,7.645691649072761,3.3462766596291047,0.6
2,6.125122484165484,6.125122484165484,0.6,10.071399143794588,3.946276659629105,0.0,402,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=402|response=0.0|optimization=1.5,d48d6d20d4d1c72fa6e8,d48d6d20d4d1c72fa6e8,9.471399143794589,3.3462766596291047,0.8999999999999998
3,6.653723340370895,6.653723340370895,0.6,10.6,3.946276659629105,0.0,402,True,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=402|response=0.0|optimization=1.5,fcf9a82142230cb7229e,fcf9a82142230cb7229e,10.0,3.3462766596291047,1.5
0,2.3261286958323844,2.3261286958323844,0.6,6.363633623608895,4.037504927776511,0.0,403,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=403|response=0.0|optimization=1.5,8ea05a1ec7ba23bf83d8,8ea05a1ec7ba23bf83d8,5.763633623608896,3.4375049277765113,0.30000000000000004
1,4.436257391664768,4.436257391664768,0.6,8.47376231944128,4.037504927776511,0.0,403,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=403|response=0.0|optimization=1.5,f849ec9fee95c198da86,f849ec9fee95c198da86,7.873762319441279,3.4375049277765113,0.6
2,6.3303860874971525,6.3303860874971525,0.6,10.367891015273663,4.037504927776511,0.0,403,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=403|response=0.0|optimization=1.5,0673ea8afa1319e3b9d6,0673ea8afa1319e3b9d6,9.767891015273664,3.4375049277765113,0.8999999999999998
3,6.562495072223489,6.562495072223489,0.6,10.6,4.037504927776511,0.0,403,True,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=403|response=0.0|optimization=1.5,694030f87ebf75b9fe9b,694030f87ebf75b9fe9b,10.0,3.4375049277765113,1.5
0,2.324757152117545,2.324757152117545,0.6,6.360433354940939,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=404|response=0.0|optimization=1.5,60be1f0ba9652eb7d288,60be1f0ba9652eb7d288,5.76043335494094,3.4356762028233945,0.30000000000000004
1,4.433514304235089,4.433514304235089,0.6,8.469190507058483,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=404|response=0.0|optimization=1.5,2ba717ecea2f01b4b414,2ba717ecea2f01b4b414,7.869190507058484,3.4356762028233945,0.6
2,6.326271456352634,6.326271456352634,0.6,10.361947659176028,4.035676202823394,0.0,404,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=404|response=0.0|optimization=1.5,fc1b7b825cc3e361603d,fc1b7b825cc3e361603d,9.761947659176029,3.4356762028233945,0.8999999999999998
3,6.5643237971766055,6.5643237971766055,0.6,10.6,4.035676202823394,0.0,404,True,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=404|response=0.0|optimization=1.5,8a761e46e3b7cda0e8c1,8a761e46e3b7cda0e8c1,10.0,3.4356762028233945,1.5
0,2.2961920209853437,2.2961920209853437,0.6,6.293781382299135,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=405|response=0.0|optimization=1.5,21f2cce2babd63781445,21f2cce2babd63781445,5.693781382299135,3.3975893613137913,0.30000000000000004
1,4.376384041970688,4.376384041970688,0.6,8.373973403284479,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=405|response=0.0|optimization=1.5,2e7c213f6ac3738125d7,2e7c213f6ac3738125d7,7.773973403284479,3.3975893613137913,0.6
2,6.2405760629560305,6.2405760629560305,0.6,10.238165424269821,3.9975893613137914,0.0,405,,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=405|response=0.0|optimization=1.5,1a70b9156e760ac9fee7,1a70b9156e760ac9fee7,9.638165424269822,3.3975893613137913,0.8999999999999998
3,6.602410638686209,6.602410638686209,0.6,10.6,3.9975893613137914,0.0,405,True,controlled-e4-value-vs-improvement-v1:r=0:o=1.5|seed=405|response=0.0|optimization=1.5,0d3387f5fef7445fe8c3,0d3387f5fef7445fe8c3,10.0,3.3975893613137913,1.5
2,-0.3838228616037347,-0.3838228616037347,0.6,2.3153569129261804,2.6991797745299153,0.3,401,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=401|response=0.3|optimization=0.5,fb273bb176da7d1ac074,fb273bb176da7d1ac074,1.7153569129261805,2.099179774529915,0.29999999999999993
3,-1.5721846229115422,-1.5721846229115422,0.6,1.126995151618373,2.6991797745299153,0.3,401,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=401|response=0.3|optimization=0.5,dd8cb5419c3bbdf65e95,dd8cb5419c3bbdf65e95,0.5269951516183731,2.099179774529915,0.5
0,0.04533729669248876,0.04533729669248876,0.6,2.691646190606417,2.646308893913928,0.3,402,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=402|response=0.3|optimization=0.5,3aae5e4d1597567168bf,3aae5e4d1597567168bf,2.0916461906064168,2.046308893913928,0.09999999999999998
1,-0.09582137732941876,-0.09582137732941876,0.6,2.5504875165845093,2.646308893913928,0.3,402,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=402|response=0.3|optimization=0.5,94617a9562f44886dbf1,94617a9562f44886dbf1,1.9504875165845093,2.046308893913928,0.20000000000000007
2,-0.42347602206572565,-0.42347602206572565,0.6,2.2228328718482024,2.646308893913928,0.3,402,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=402|response=0.3|optimization=0.5,5e766b06f4c5da6476aa,5e766b06f4c5da6476aa,1.6228328718482024,2.046308893913928,0.29999999999999993
3,-1.638273223681527,-1.638273223681527,0.6,1.0080356702324011,2.646308893913928,0.3,402,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=402|response=0.3|optimization=0.5,8a2b496983b7d11187f4,8a2b496983b7d11187f4,0.40803567023240106,2.046308893913928,0.5
0,0.06814436372934063,0.06814436372934063,0.6,2.8056815257906753,2.7375371620613347,0.3,403,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=403|response=0.3|optimization=0.5,afa159d9c9b928dc6410,afa159d9c9b928dc6410,2.2056815257906752,2.1375371620613346,0.09999999999999998
1,-0.05020724325571635,-0.05020724325571635,0.6,2.6873299188056183,2.7375371620613347,0.3,403,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=403|response=0.3|optimization=0.5,b5d9bbc4426da3041980,b5d9bbc4426da3041980,2.0873299188056182,2.1375371620613346,0.20000000000000007
2,-0.3550548209551705,-0.3550548209551705,0.6,2.382482341106164,2.7375371620613347,0.3,403,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=403|response=0.3|optimization=0.5,e751a13ffb33a1d1e46a,e751a13ffb33a1d1e46a,1.782482341106164,2.1375371620613346,0.29999999999999993
3,-1.5242378884972674,-1.5242378884972674,0.6,1.213299273564067,2.7375371620613347,0.3,403,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=403|response=0.3|optimization=0.5,5ead4626cb992161877e,5ead4626cb992161877e,0.6132992735640672,2.1375371620613346,0.5
0,0.06768718249106076,0.06768718249106076,0.6,2.8033956195992777,2.735708437108217,0.3,404,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=404|response=0.3|optimization=0.5,2dfdd1e7e656c85b118d,2dfdd1e7e656c85b118d,2.2033956195992777,2.135708437108217,0.09999999999999998
1,-0.0511216057322752,-0.0511216057322752,0.6,2.684586831375942,2.735708437108217,0.3,404,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=404|response=0.3|optimization=0.5,3c3ad6b77c0bc3c28958,3c3ad6b77c0bc3c28958,2.0845868313759417,2.135708437108217,0.20000000000000007
2,-0.3564263646700092,-0.3564263646700092,0.6,2.3792820724382078,2.735708437108217,0.3,404,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=404|response=0.3|optimization=0.5,21ff2a03538097faa756,21ff2a03538097faa756,1.7792820724382077,2.135708437108217,0.29999999999999993
3,-1.526523794688666,-1.526523794688666,0.6,1.209184642419551,2.735708437108217,0.3,404,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=404|response=0.3|optimization=0.5,a2ce283aff06def29b83,a2ce283aff06def29b83,0.609184642419551,2.135708437108217,0.5
0,0.05816547211366041,0.05816547211366041,0.6,2.755787067712275,2.6976215955986147,0.3,405,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=405|response=0.3|optimization=0.5,f7274564ae839c12d6f9,f7274564ae839c12d6f9,2.155787067712275,2.0976215955986146,0.09999999999999998
1,-0.07016502648707634,-0.07016502648707634,0.6,2.6274565691115384,2.6976215955986147,0.3,405,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=405|response=0.3|optimization=0.5,97f30c6a28ce57f604a1,97f30c6a28ce57f604a1,2.0274565691115383,2.0976215955986146,0.20000000000000007
2,-0.3849914958022107,-0.3849914958022107,0.6,2.312630099796404,2.6976215955986147,0.3,405,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=405|response=0.3|optimization=0.5,095963ce01249c65c056,095963ce01249c65c056,1.712630099796404,2.0976215955986146,0.29999999999999993
3,-1.5741323465756683,-1.5741323465756683,0.6,1.1234892490229462,2.6976215955986147,0.3,405,,controlled-e4-value-vs-improvement-v1:r=0.3:o=0.5|seed=405|response=0.3|optimization=0.5,d357d85955c3e1061701,d357d85955c3e1061701,0.5234892490229462,2.0976215955986146,0.5
2,-2.446109459637042,-2.446109459637042,0.6,0.25307031489287335,2.6991797745299153,0.3,401,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=401|response=0.3|optimization=1.0,e02056b7d591a526ffff,e02056b7d591a526ffff,-0.34692968510712663,2.099179774529915,0.6
3,-7.806768513683014,-7.806768513683014,0.6,-5.107588739153099,2.6991797745299153,0.3,401,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=401|response=0.3|optimization=1.0,18317f9d869a7f979b59,18317f9d869a7f979b59,-5.707588739153099,2.099179774529915,0.9999999999999998
0,-0.09582137732941876,-0.09582137732941876,0.6,2.5504875165845093,2.646308893913928,0.3,402,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=402|response=0.3|optimization=1.0,fa709dff44377b16505b,fa709dff44377b16505b,1.9504875165845093,2.046308893913928,0.20000000000000007
1,-0.9376266375164264,-0.9376266375164264,0.6,1.7086822563975015,2.646308893913928,0.3,402,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=402|response=0.3|optimization=1.0,fb28b51665c658489614,fb28b51665c658489614,1.1086822563975016,2.046308893913928,0.4
2,-2.5254157805610227,-2.5254157805610227,0.6,0.12089311335290531,2.646308893913928,0.3,402,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=402|response=0.3|optimization=1.0,ffc855a7a9b7ba1923eb,ffc855a7a9b7ba1923eb,-0.47910688664709467,2.046308893913928,0.6
3,-7.938945715222982,-7.938945715222982,0.6,-5.292636821309054,2.646308893913928,0.3,402,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=402|response=0.3|optimization=1.0,d5166850d58402571b75,d5166850d58402571b75,-5.892636821309054,2.046308893913928,0.9999999999999998
0,-0.05020724325571635,-0.05020724325571635,0.6,2.6873299188056183,2.7375371620613347,0.3,403,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=403|response=0.3|optimization=1.0,b6da152eba39a50faa48,b6da152eba39a50faa48,2.0873299188056182,2.1375371620613346,0.20000000000000007
1,-0.84639836936902,-0.84639836936902,0.6,1.8911387926923147,2.7375371620613347,0.3,403,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=403|response=0.3|optimization=1.0,99091f908b6b1fbcd57b,99091f908b6b1fbcd57b,1.2911387926923146,2.1375371620613346,0.4
2,-2.3885733783399123,-2.3885733783399123,0.6,0.3489637837214221,2.7375371620613347,0.3,403,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=403|response=0.3|optimization=1.0,7f830df18b7ef9816000,7f830df18b7ef9816000,-0.25103621627857786,2.1375371620613346,0.6
3,-7.7108750448544665,-7.7108750448544665,0.6,-4.973337882793132,2.7375371620613347,0.3,403,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=403|response=0.3|optimization=1.0,238a8cc9ce63c8874715,238a8cc9ce63c8874715,-5.5733378827931315,2.1375371620613346,0.9999999999999998
0,-0.0511216057322752,-0.0511216057322752,0.6,2.684586831375942,2.735708437108217,0.3,404,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=404|response=0.3|optimization=1.0,5a2dbcd977c8a4a0780b,5a2dbcd977c8a4a0780b,2.0845868313759417,2.135708437108217,0.20000000000000007
1,-0.8482270943221379,-0.8482270943221379,0.6,1.8874813427860788,2.735708437108217,0.3,404,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=404|response=0.3|optimization=1.0,470dce97ec8d8bbe91c4,470dce97ec8d8bbe91c4,1.287481342786079,2.135708437108217,0.4
2,-2.391316465769589,-2.391316465769589,0.6,0.3443919713386281,2.735708437108217,0.3,404,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=404|response=0.3|optimization=1.0,4f6f7f3017de11a3cd0a,4f6f7f3017de11a3cd0a,-0.2556080286613719,2.135708437108217,0.6
3,-7.715446857237261,-7.715446857237261,0.6,-4.979738420129044,2.735708437108217,0.3,404,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=404|response=0.3|optimization=1.0,1cabcc4772ae7c43465c,1cabcc4772ae7c43465c,-5.579738420129043,2.135708437108217,0.9999999999999998
0,-0.07016502648707634,-0.07016502648707634,0.6,2.6274565691115384,2.6976215955986147,0.3,405,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=405|response=0.3|optimization=1.0,90adcac35d0e0e8d451d,90adcac35d0e0e8d451d,2.0274565691115383,2.0976215955986146,0.20000000000000007
1,-0.88631393583174,-0.88631393583174,0.6,1.8113076597668747,2.6976215955986147,0.3,405,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=405|response=0.3|optimization=1.0,e0e4ba2f1d1856c373f1,e0e4ba2f1d1856c373f1,1.2113076597668746,2.0976215955986146,0.4
2,-2.4484467280339937,-2.4484467280339937,0.6,0.24917486756462115,2.6976215955986147,0.3,405,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=405|response=0.3|optimization=1.0,f9cc0ae3dc6c2b74ca2e,f9cc0ae3dc6c2b74ca2e,-0.35082513243537883,2.0976215955986146,0.6
3,-7.810663961011267,-7.810663961011267,0.6,-5.113042365412652,2.6976215955986147,0.3,405,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1|seed=405|response=0.3|optimization=1.0,171d24353d10deadadd3,171d24353d10deadadd3,-5.713042365412652,2.0976215955986146,0.9999999999999998
2,-6.186859794099922,-6.186859794099922,0.6,-3.4876800195700066,2.6991797745299153,0.3,401,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=1.5|seed=401|response=0.3|optimization=1.5,3aa34dadb85d24d8d0d1,3aa34dadb85d24d8d0d1,-4.087680019570007,2.099179774529915,0.8999999999999998
3,-12.099179774529915,-12.099179774529915,0.6,-9.4,2.6991797745299153,0.3,401,,controlled-e4-value-vs-improvement-v1:r=0.3:o=1.5|seed=401|response=0.3|optimization=1.5,d14111f4ea49386d33cb,d14111f4ea49386d33cb,-10.0,2.099179774529915,1.5
0,-0.42347602206572477,-0.42347602206572477,0.6,2.2228328718482033,2.646308893913928,0.3,402,True,controlled-e4-value-vs-improvement-v1:r=0.3:o=1.5|seed=402|response=0.3|optimization=1.5,68cd664d702dd567bc16,68cd664d702dd567bc16,1.6228328718482032,2.046308893913928,0.30000000000000004
